Player,Year1,Year2,Year3,Retire,NextPercentile
Tim Wilson 2,0.2264150943396226,0.373887240356083,0.55858310626703,0,0.5678670360110804
Rob Lytle,0.3616352201257861,0.4035608308605341,0.5149863760217984,0,0.3933518005540166
Larry Schreiber,0.3894736842105263,0.6214953271028038,0.6851063829787234,0,0.7415730337078652
Steve Johnson,0.2618556701030928,0.3987603305785124,0.8132780082987552,0,0.9166666666666666
Shannon Sharpe,0.2695417789757412,0.6149870801033591,0.8096514745308311,0,0.908355795148248
Justin Forsett,0.3078512396694214,0.524896265560166,0.6726190476190477,0,0.5965583173996176
Rondale Moore,0.3237410071942446,0.6290018832391714,0.8176470588235294,1,
David Palmer,0.1822916666666666,0.4382566585956416,0.5382775119617225,0,0.4768856447688564
Geremy Davis,0.1156862745098039,0.1223709369024856,0.1126213592233009,0,0.0318352059925093
Heath Evans,0.1567328918322295,0.4772727272727273,0.4684317718940937,0,0.5010224948875256
Vince Thompson,0.1198910081743869,0.0916905444126074,0.1436314363143631,1,
Anthony Carter,0.5573333333333333,0.8415841584158416,0.9850249584026622,0,0.992
Ryan Mathews,0.1327800829875518,0.5317460317460317,0.7131931166347992,0,0.7549407114624506
Phillip Tanner,0.242063492063492,0.4550669216061185,0.5928853754940712,1,
Mark Jackson 2,0.4405940594059406,0.8352745424292846,0.9146666666666666,0,0.927461139896373
Bruce Miller,0.1686507936507936,0.3881453154875717,0.5909090909090909,0,0.6374501992031872
Jesse James,0.1098039215686274,0.4760994263862332,0.7048543689320388,0,0.8295880149812734
Robert Holcombe,0.0841346153846153,0.2209567198177676,0.4859813084112149,0,0.5971896955503513
Robert Miller,0.1433566433566433,0.440625,0.5974842767295597,0,0.6646884272997032
Gary Anderson 3,0.304,0.7178217821782178,0.903494176372712,0,0.816
Earl Cooper,0.5817174515235457,0.7247956403269755,0.7736389684813754,0,0.6585365853658537
Keelan Cole,0.4699029126213592,0.6441947565543071,0.8637200736648251,0,0.8594594594594595
Eric Green 2,0.3126684636118598,0.6640826873385013,0.7640750670241286,0,0.8221024258760108
William Green 2,0.1236203090507726,0.3078512396694214,0.4215885947046843,0,0.3640081799591002
Frank Hawkins,0.1335149863760218,0.2578796561604584,0.3658536585365853,0,0.4030226700251889
