Player,Year1,Year2,Year3,Year4,Year5,Year6,Year7,Year8,Year9,Year10,Year11,Year12,Retire,NextPercentile
Amani Toomer,0.2177033492822966,0.5474452554744526,0.7908653846153846,0.8997722095671982,0.9532710280373832,0.981264637002342,0.9867549668874172,0.9896694214876032,0.979633401221996,0.9468302658486708,0.892933618843683,0.908713692946058,0,0.8886597938144329
J T Smith,0.4059945504087193,0.7479224376731302,0.9128065395095368,0.8882521489971347,0.8563685636856369,0.6372795969773299,0.72,0.8564356435643564,0.9750415973377704,0.9413333333333334,0.9455958549222798,0.876010781671159,1,
Marvin Jones,0.2753346080305927,0.7193675889328063,0.7091633466135459,0.8137254901960784,0.864244741873805,0.9786407766990292,0.9719101123595506,0.9613259668508288,0.9495495495495496,0.9658273381294964,0.9510357815442562,0.8215686274509804,1,
Russ Francis,0.6223776223776224,0.81875,0.8836477987421384,0.8664688427299704,0.8801089918256131,0.9058171745152356,0.7220708446866485,0.6446991404011462,0.4336043360433604,0.6473551637279596,0.6506666666666666,0.7920792079207921,0,0.8419301164725458
Steve Jordan 2,0.163323782234957,0.4417344173441734,0.7380352644836272,0.8026666666666666,0.8886138613861386,0.9217970049916804,0.9013333333333332,0.844559585492228,0.8544474393530997,0.8656330749354005,0.871313672922252,0.8571428571428571,0,0.7890625
David Hill,0.40625,0.7138364779874213,0.887240356083086,0.9155313351498636,0.8781163434903048,0.8310626702997275,0.828080229226361,0.7831978319783198,0.6675062972292192,0.448,0.5099009900990099,0.6672212978369384,1,
Desmond Clark,0.0273348519362186,0.4485981308411215,0.6463700234192038,0.7527593818984547,0.7066115702479339,0.6965376782077393,0.7116564417177914,0.8094218415417559,0.8630705394190872,0.8474226804123711,0.7644628099173554,0.6244813278008299,1,
Jason Dunn,0.4473684210526316,0.5936739659367397,0.6850961538461539,0.3507972665148063,0.2827102803738318,0.4637002341920375,0.5629139072847682,0.6136363636363636,0.5906313645621182,0.6114519427402862,0.550321199143469,0.4315352697095436,1,
Eddie Kennison,0.5430622009569378,0.7639902676399026,0.8389423076923077,0.8610478359908884,0.866822429906542,0.8875878220140515,0.911699779249448,0.9318181818181818,0.9674134419551936,0.967280163599182,0.9678800856531048,0.9066390041493776,0,0.6989690721649484
Vernon Davis,0.2591006423982869,0.6265560165975104,0.7546391752577319,0.9028925619834712,0.9481327800829876,0.9662698412698412,0.9292543021032504,0.9130434782608696,0.8844621513944223,0.8450980392156863,0.8260038240917782,0.8388349514563107,0,0.8651685393258427
Fred Mccrary,0.0944309927360774,0.0669856459330143,0.121654501216545,0.0625,0.3416856492027335,0.4789719626168224,0.5784543325526932,0.4944812362030905,0.396694214876033,0.4256619144602851,0.3885480572597137,0.4261241970021413,1,
Danny Amendola,0.2644628099173554,0.6576763485477178,0.7599206349206349,0.8145315487571702,0.8241106719367589,0.8366533864541833,0.8529411764705882,0.7877629063097514,0.8310679611650486,0.8333333333333334,0.8950276243093923,0.8972972972972973,0,0.8579136690647482
Antonio Gates,0.402892561983471,0.824847250509165,0.9631901840490796,0.9914346895074948,0.9854771784232366,0.9670103092783504,0.96900826446281,0.970954356846473,0.9761904761904762,0.9407265774378584,0.9209486166007904,0.9163346613545816,0,0.9254901960784314
Eric Metcalf,0.4041450777202072,0.6630727762803235,0.7932816537467701,0.7533512064343163,0.7681940700808625,0.78125,0.900726392251816,0.930622009569378,0.9318734793187348,0.84375,0.7699316628701595,0.5607476635514018,0,0.2763466042154566
Michael Irvin,0.5173333333333333,0.7772020725388601,0.8840970350404312,0.917312661498708,0.9892761394101875,1.0,1.0,0.9975786924939468,0.9880382775119616,0.9927007299270072,0.9639423076923076,0.9521640091116174,1,
Wesley Walls,0.0569948186528497,0.1239892183288409,0.3126614987080103,0.225201072386059,0.1347708894878706,0.4114583333333333,0.7167070217917676,0.9066985645933014,0.9221411192214112,0.9206730769230768,0.9271070615034168,0.8995327102803738,0,0.8852459016393442
Tim Brown 3,0.4826666666666667,0.6347150259067358,0.8274932614555256,0.8449612403100775,0.8981233243967829,0.9703504043126684,0.9817708333333334,0.9951573849878934,0.992822966507177,0.9951338199513382,0.966346153846154,0.9840546697038725,0,0.9813084112149532
Emmitt Smith,0.0026954177897574,0.0025839793281653,0.1849865951742627,0.5768194070080862,0.7604166666666666,0.7869249394673123,0.6291866028708134,0.5109489051094891,0.3557692307692308,0.4464692482915717,0.3504672897196261,0.4168618266978923,0,0.3973509933774834
Mark Ingram,0.1369047619047619,0.2982791586998088,0.4426877470355731,0.3525896414342629,0.5411764705882353,0.6959847036328872,0.8097087378640777,0.7584269662921348,0.7495395948434622,0.6306306306306306,0.6564748201438849,0.4350282485875706,1,
Jimmie Giles,0.2484276729559748,0.5133531157270029,0.8174386920980926,0.8808864265927978,0.9455040871934604,0.9312320916905444,0.907859078590786,0.8589420654911839,0.7866666666666666,0.8267326732673267,0.8618968386023295,0.7173333333333334,0,0.6813471502590673
Charle Young,0.7021276595744681,0.9325842696629212,0.986013986013986,0.940625,0.8081761006289309,0.6112759643916914,0.5395095367847411,0.6759002770083102,0.7438692098092643,0.7220630372492837,0.7723577235772358,0.6876574307304786,0,0.7333333333333333
