Player Name,Attempts,Yards,Yards Per Attempt,Long,Touchdowns
Travis Williams,33,63,1.91,9,0
Bart Starr,11,62,5.64,15,1
Roy Jefferson,6,57,9.5,22,0
Dick Shiner,14,53,3.79,12,0
Pettis Norman,4,51,12.75,26,0
Chuck Mercein,17,49,2.88,8,1
Dave Williams,3,47,15.67,43,0
Bobby Mitchell,10,46,4.6,13,0
Rocky Bleier,6,39,6.5,21,0
Greg Landry,7,39,5.57,14,1
Reece Morrison,18,39,2.17,11,1
Randy Minniear,14,38,2.71,9,2
Clem Daniels,12,37,3.08,11,0
John Gilliam,2,36,18.0,29,0
Gary Ballman,1,30,30.0,30,0
Bill Nelsen,13,30,2.31,18,1
Charlie Bryant,9,29,3.22,7,0
Bob Wallace,3,29,9.67,18,0
Garry Lyle,4,28,7.0,26,0
Joe Morrison,9,28,3.11,11,0
Craig Morton,4,28,7.0,12,2
Danny Abramowicz,2,27,13.5,18,0
Norm Snead,9,27,3.0,9,0
Andy Livingston,7,25,3.57,8,0
Zeke Bratkowski,8,24,3.0,13,0
Mike Campbell,7,24,3.43,5,0
Harry Jones,22,24,1.09,10,0
Mike Hull,12,22,1.83,12,0
Ray Poage,1,22,22.0,22,0
Larry Conjar,8,21,2.63,6,0
Sonny Jurgensen,8,21,2.63,11,1
Jerry DePoyster,1,20,20.0,20,0
Jim Hart,19,20,1.05,3,6
Joe Auer,3,19,6.33,16,0
Gary Beban,5,18,3.6,5,0
Homer Jones,3,18,6.0,11,0
Earl Morrall,11,18,1.64,11,1
Cecil Turner,2,16,8.0,14,0
Claudis James,1,15,15.0,15,0
Chuck Latourette,1,15,15.0,15,0
Kent Nix,6,15,2.5,12,0
Aaron Thomas,2,14,7.0,23,0
Jim Welch,3,14,4.67,11,0
Earl McCullouch,3,13,4.33,5,0
Jim Ninowski,2,13,6.5,8,0
Ralph Smith,1,13,13.0,13,0
David Lee,3,12,4.0,21,0
Ray Ogden,1,12,12.0,12,0
Larry Rakestraw,9,12,1.33,7,0
Larry Wilson,1,12,12.0,12,0
Ed Meador,1,11,11.0,11,0
Willie Asbury,4,9,2.25,4,0
Earl Denny,2,9,4.5,9,0
John Huarte,2,9,4.5,11,0
Eppie Barney,0,8,0.0,8,1
Milt Morin,1,8,8.0,8,0
Doug Cunningham,6,7,1.17,5,0
Dwight Lee,6,7,1.17,6,0
Oscar Reed,2,6,3.0,5,0
George Mira,1,5,5.0,5,0
Dick Smith,3,5,1.67,3,0
Ronnie Lee South,4,5,1.25,2,0
Bobby Walden,2,5,2.5,5,0
John David Crow,4,4,1.0,3,0
Gary Cuozzo,1,4,4.0,4,0
Bobby Joe Green,1,4,4.0,4,0
Milt Plum,2,3,1.5,2,0
Charlie Sanders,2,3,1.5,2,0
Tony Baker,4,2,0.5,3,0
Vilnis Ezerins,2,2,1.0,1,0
Bob Hayes,4,2,0.5,6,0
King Hill,1,1,1.0,1,0
Tom McNeill,2,1,0.5,15,0
Bruce Lemmerman,1,0,0.0,0,0
Harry Theofiledes,3,0,0.0,7,0
Gary Wood,2,0,0.0,2,0
Austin Denney,1,0
Charley Johnson,5,3,0
Clifton McNeil,1,0
Johnny Unitas,3,5,0
Dave Whitsell,1,0
Willie Young,2,5,0
Mike Bragg,1,0
Charley Taylor,2,4,0
Pete Gent,2,0,0
Karl Sweetan,4,2,0
Jerry Simmons,1,0
Don Horn,3,1,0
Rayfield Wright,1,0
Steve Spurrier,1,0
Billy Lothridge,1,0
