Player Name,Receptions,Yards,Average,Long,Touchdowns
Connie Mack Berry,4,58,14.5,21,0
Bob Cifers,4,178,44.5,70,4
Merl Condit,4,33,8.25,23,0
Russ Craft,4,48,12.0,35,0
Bill Dudley,4,109,27.25,80,1
Pop Ivy,4,39,9.75,19,1
Jack Jacobs,4,53,13.25,21,0
Ralph Jones,4,84,21.0,29,0
Pete Kmetovic,4,68,17.0,38,0
Bill Osmanski,4,40,10.0,28,0
Frank Reagan,4,71,17.75,36,0
Ivan Schottel,4,147,36.75,70,1
Charlie Seabright,4,77,19.25,33,1
Bob Shaw,4,63,15.75,28,2
Woody Strode,4,37,9.25,19,0
John Weiss,4,70,17.5,35,1
Mel Bleeker,3,29,9.67,20,0
Jack Doolan,3,28,9.33,13,0
Bill Garnaas,3,56,18.67,30,1
Johnny Grigas,3,61,20.33,44,1
Merle Hapes,3,40,13.33,33,0
Ben Kish,3,16,5.33,7,0
Steve Lach,3,22,7.33,11,0
Ted Lapka,3,28,9.33,11,0
Don McCafferty,3,38,12.67,17,1
Jack Mead,3,36,12.0,19,0
Rudy Smeja,3,45,15.0,17,0
Jack Wilson,3,30,10.0,15,1
Lou Abbruzzi,2,55,27.5,38,0
Frank Akins,2,15,7.5,8,0
Elmer Angsman,2,44,22.0,38,0
Tony Canadeo,2,25,12.5,15,0
Chuck DeShane,2,13,6.5,13,0
Bill Dutton,2,68,34.0,52,0
Bob Forte,2,5,2.5,4,0
Ted Fritsch,2,13,6.5,12,1
Cece Hare,2,30,15.0,20,0
Mike Holovak,2,6,3.0,8,0
Jack Jenkins,2,27,13.5,14,0
Bob Krieger,2,47,23.5,35,0
Howie Livingston,2,36,18.0,24,1
Howard Maley,2,35,17.5,33,0
Frank Maznicki,2,38,19.0,22,0
Joe Osmanski,2,14,7.0,14,0
Joe Parker,2,17,8.5,11,0
Don Perkins,2,41,20.5,21,0
Herm Rohrig,2,36,18.0,21,0
Eddie Rucinski,2,23,11.5,12,0
Mickey Sanzotta,2,19,9.5,14,0
Don Wells,2,74,37.0,65,0
Ernie Bonelli,1,26,26.0,26,0
Johnny Clement,1,22,22.0,22,0
Bob Davis,1,13,13.0,13,0
Bob DeFruiter,1,9,9.0,9,0
Don Eliason,1,9,9.0,9,0
Gary Famiglietti,1,17,17.0,17,0
Tom Farris,1,16,16.0,16,0
Frank Filchock,1,0
Sam Gray,1,20,20.0,20,0
Joe Hoague,1,4,4.0,4,0
Al Hust,1,9,9.0,9,0
Bert Kuczynski,1,9,9.0,9,1
Walt Lamb,1,10,10.0,10,0
Jay MacDowell,1,28,28.0,28,0
Hal Prescott,1,8,8.0,8,0
Sal Rosato,1,17,17.0,17,0
Ralph Ruthstrom,1,9,9.0,9,0
Dave Ryan,1,0
Ralph Schilling,1,14,14.0,14,0
Walt Schlinkman,1,5,5.0,5,0
Dick Schweidler,1,11,11.0,11,0
Steve Sucic,1,1,1.0,1,0
