Player Name,Receptions,Yards,Average,Long,Touchdowns
Billy Ray Barnes,3,15,5.0,7,0
Bob Briggs,3,40,13.33,31,0
Joe Childress,3,27,9.0,10,0
Bobby Felts,3,28,9.33,17,0
Rudy Johnson,3,49,16.33,28,0
Red Mack,3,41,13.67,17,0
Clifton McNeil,3,69,23.0,32,0
Chuck Mercein,3,14,4.67,5,0
Clarence Peaks,3,22,7.33,21,0
Paul Warfield,3,30,10.0,13,0
Vern Burke,2,38,19.0,27,1
Claude Crabb,2,41,20.5,27,0
Alex Hawkins,2,32,16.0,27,1
Bob Jencks,2,20,10.0,12,0
Paul Krause,2,17,8.5,13,0
Izzy Lang,2,30,15.0,24,0
Ollie Matson,2,29,14.5,20,1
Dale Messer,2,41,20.5,37,0
Bob Poole,2,29,14.5,15,0
Jerry Simmons,2,16,8.0,9,0
Ernie Wheelwright,2,17,8.5,12,0
Pervis Atkins,1,0,0.0,0,0
Rick Casares,1,5,5.0,5,0
Mike Curtis,1,5,5.0,5,0
Roger Gill,1,27,27.0,27,0
Steve Heckard,1,4,4.0,4,0
Fred Hill,1,21,21.0,21,0
Billy Hunter,1,29,29.0,29,1
Billy Martin,1,0
Bill Nelsen,1,0
Dave Osborn,1,4,4.0,4,0
Willie Richardson,1,14,14.0,14,1
Theron Sapp,1,10,10.0,10,0
Charlie Scales,1,7,7.0,7,0
Jim Stiger,1,9,9.0,9,0
Bill Thornton,1,6,6.0,6,0
Butch Wilson,1,38,38.0,38,0
