Player Name,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Dick LeBeau,7,84,12.0,30,1,--,--
Bob Lilly,1,17,17.0,17,1,--,--
Dale Lindsey,1,11,11.0,11,0,--,--
Cliff Livingston,1,8,8.0,8,0,--,--
Warren Livingston,3,5,1.67,5,0,--,--
Dave Lloyd,2,35,17.5,21,0,--,--
Carl Lockhart,4,117,29.25,39,0,--,--
Jerry Logan,2,74,37.0,38,2,--,--
Obert Logan,3,5,1.67,3,0,--,--
Lenny Lyles,1,28,28.0,28,0,--,--
Dick Lynch,4,38,9.5,23,0,--,--
Bruce Maher,4,76,19.0,35,0,--,--
Aaron Martin,2,60,30.0,37,1,--,--
Danny McIlhany,2,7,3.5,7,0,--,--
Bennie McRae,4,116,29.0,89,1,--,--
Ed Meador,2,57,28.5,29,0,--,--
Max Messner,1,14,14.0,14,0,--,--
John Meyers,2,12,6.0,10,0,--,--
Frank Molden,1,59,59.0,59,0,--,--
Mike Morgan,1,1,1.0,1,0,--,--
Al Nelson,2,23,11.5,16,0,--,--
Jim Nettles,3,84,28.0,56,1,--,--
Ray Nitschke,1,21,21.0,21,0,--,--
Bernie Parrish,4,45,11.25,35,0,--,--
Jimmy Patton,1,27,27.0,27,0,--,--
Richie Petitbon,2,22,11.0,18,0,--,--
Nate Ramsey,6,74,12.33,24,0,--,--
Wayne Rasmussen,5,122,24.4,50,2,--,--
Mel Renfro,2,92,46.0,90,1,--,--
Jerry Richardson,1,33,33.0,33,0,--,--
Dave Robinson,3,141,47.0,87,0,--,--
George Rose,1,6,6.0,6,0,--,--
Johnny Sample,6,57,9.5,28,0,--,--
Lonnie Sanders,4,121,30.25,42,0,--,--
Joe Scarpati,3,4,1.33,3,0,--,--
Joe Schmidt,4,42,10.5,14,0,--,--
Stan Sczurek,1,10,10.0,10,0,--,--
Ed Sharockman,6,118,19.67,40,1,--,--
Bob Sherman,1,35,35.0,35,0,--,--
Don Shinnick,1,4,4.0,4,0,--,--
Jim Shorter,2,20,10.0,20,0,--,--
Billy Ray Smith Sr.,1,5,5.0,5,0,--,--
Ron Snidow,1,3,3.0,3,0,--,--
Jim Steffen,3,56,18.67,25,0,--,--
Steve Stonebreaker,1,0,0.0,0,0,--,--
Jerry Stovall,2,30,15.0,18,0,--,--
George Tarasovic,1,40,40.0,40,1,--,--
Rosey Taylor,1,3,3.0,3,0,--,--
Bobby Thompson,2,3,1.5,2,0,--,--
Jerry Tubbs,2,9,4.5,8,0,--,--
Olen Underwood,1,20,20.0,20,0,--,--
Larry Vargo,3,18,6.0,18,0,--,--
Wayne Walker,2,0,0.0,0,0,--,--
Tom Walters,1,63,63.0,63,1,--,--
Dave Whitsell,4,67,16.75,32,1,--,--
Dave Wilcox,1,16,16.0,16,0,--,--
Sid Williams,1,0,0.0,0,0,--,--
Willie Williams,1,0,0.0,0,0,--,--
Larry Wilson,6,153,25.5,96,1,--,--
Marv Woodson,3,87,29.0,61,1,--,--
Willie Wood,6,65,10.83,28,0,--,--
