Player Name,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Owen Goodnight,2,13,6.5,--,0,--,--
Lyle Graham,2,39,19.5,--,0,--,--
Parker Hall,2,0,0.0,--,0,--,--
Johnny Haman,1,6,6.0,--,0,--,--
Cece Hare,1,4,4.0,--,0,--,--
Mel Hein,1,9,9.0,--,0,--,--
Clarke Hinkle,1,2,2.0,--,0,--,--
Harry Hopp,1,3,3.0,--,0,--,--
Billy Hughes,1,3,3.0,--,0,--,--
Dick Humbert,1,0,0.0,--,0,--,--
Don Hutson,1,32,32.0,--,0,--,--
Cecil Isbell,1,0,0.0,--,0,--,--
Pop Ivy,1,20,20.0,--,1,--,--
Len Janiak,1,19,19.0,--,0,--,--
Eddie Jankowski,1,33,33.0,--,0,--,--
Billy Jefferson,1,12,12.0,--,0,--,--
Bert Johnson,1,30,30.0,--,0,--,--
Howard Johnson,1,10,10.0,--,0,--,--
Art Jones,7,35,5.0,--,0,--,--
Ed Justice,2,13,6.5,--,0,--,--
Ken Kavanaugh,1,6,6.0,--,0,--,--
Ben Kish,1,9,9.0,--,0,--,--
George Kracum,1,27,27.0,--,0,--,--
Al Krueger,1,12,12.0,--,0,--,--
Joe Kuharich,1,20,20.0,--,0,--,--
Mort Landsberg,2,45,22.5,--,0,--,--
Joe Laws,2,36,18.0,--,0,--,--
Bill Leckonby,3,22,7.33,--,0,--,--
Tuffy Leemans,3,35,11.67,--,0,--,--
Augie Lio,3,12,4.0,--,0,--,--
Sid Luckman,3,52,17.33,--,0,--,--
Kayo Lunday,1,5,5.0,--,0,--,--
Dante Magnani,2,6,3.0,--,0,--,--
Pug Manders,4,73,18.25,--,1,--,--
Andy Marefos,2,48,24.0,--,0,--,--
John Martin,1,2,2.0,--,0,--,--
Bob Masterson,1,0,0.0,--,0,--,--
Ned Mathews,5,128,25.6,--,1,--,--
Riley Matheson,1,1,1.0,--,0,--,--
Al Matuza,2,9,4.5,--,0,--,--
Dean McAdams,1,0,0.0,--,0,--,--
George McAfee,6,78,13.0,--,0,--,--
Clint McClain,1,34,34.0,--,0,--,--
Ray McLean,3,79,26.33,--,0,--,--
Bob Morrow,1,0,0.0,--,0,--,--
Robert Nelson,1,41,41.0,--,0,--,--
Doug Oldershaw,1,26,26.0,--,1,--,--
Bill Osmanski,3,19,6.33,--,0,--,--
Ernie Pannell,1,0,0.0,--,0,--,--
Ace Parker,1,5,5.0,--,0,--,--
Buddy Parker,2,8,4.0,--,0,--,--
George Paskvan,2,6,3.0,--,0,--,--
John Patrick,1,25,25.0,--,0,--,--
Win Pedersen,1,3,3.0,--,0,--,--
Hank Piro,1,0,0.0,--,0,--,--
Rocco Pirro,1,2,2.0,--,0,--,--
Jim Poole,1,16,16.0,--,0,--,--
Frank Reagan,1,28,28.0,--,0,--,--
Dick Riffle,6,93,15.5,--,0,--,--
Hank Rockwell,1,9,9.0,--,0,--,--
Herm Rohrig,1,17,17.0,--,0,--,--
Johnny Schiechl,1,0,0.0,--,0,--,--
Bob Seymour,2,36,18.0,--,0,--,--
Lee Shaffer,1,4,4.0,--,0,--,--
Rhoten Shetley,1,22,22.0,--,0,--,--
John Shonk,1,1,1.0,--,0,--,--
Steve Slivinski,1,20,20.0,--,0,--,--
Gaylon Smith,1,16,16.0,--,0,--,--
Bob Snyder,1,24,24.0,--,0,--,--
Hank Soar,2,31,15.5,--,0,--,--
Norm Standlee,2,31,15.5,--,0,--,--
Joe Stydahar,1,55,55.0,--,0,--,--
Earl Svendsen,1,1,1.0,--,0,--,--
George Svendsen,1,42,42.0,--,0,--,--
Bob Swisher,1,60,60.0,--,1,--,--
Tommy Thompson,3,24,8.0,--,0,--,--
Wilfred Thorpe,1,5,5.0,--,0,--,--
Pete Tinsley,1,24,24.0,--,0,--,--
Bob Titchenal,2,3,1.5,--,0,--,--
Si Titus,2,5,2.5,--,0,--,--
Lou Tomasetti,1,13,13.0,--,0,--,--
Bulldog Turner,1,12,12.0,--,0,--,--
Andy Uram,2,37,18.5,--,0,--,--
Hal Van Every,3,104,34.67,--,1,--,--
Whizzer White,1,82,82.0,--,1,--,--
John Wiethe,2,8,4.0,--,0,--,--
Len Younce,2,25,12.5,--,0,--,--
