Player Name,Receptions,Yards,Average,Long,Touchdowns
Bob Smith,2,16,8.0,12,0
Bill Smyth,2,21,10.5,14,0
Bob Sponaugle,2,26,13.0,14,0
Paul Stenn,2,11,5.5,11,0
Frank Wydo,2,21,10.5,12,0
Ed Berrang,1,5,5.0,5,0
Bob Cifers,1,5,5.0,5,0
Russ Craft,1,37,37.0,37,0
Bill deCorrevont,1,44,44.0,44,0
Don Doll,1,0
Jack Dugger,1,11,11.0,11,0
Fred Enke,1,14,14.0,14,0
Jim Finks,1,17,17.0,17,1
Bobby Gage,1,8,8.0,8,0
Earl Girard,1,13,13.0,13,0
Joe Glamp,1,14,14.0,14,0
Barney Hafen,1,10,10.0,10,0
Bob Hanlon,1,4,4.0,4,0
Dick Humbert,1,14,14.0,14,0
Chick Maggioli,1,9,9.0,9,0
Joe Muha,1,10,10.0,10,0
John Panelli,1,13,13.0,13,0
Dick Poillon,1,8,8.0,8,0
Don Samuel,1,2,2.0,2,0
Bob Summerhays,1,34,34.0,34,0
Emlen Tunnell,1,7,7.0,7,0
Tom Wham,1,11,11.0,11,0
Jack Wiley,1,10,10.0,10,0
