Player Name,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Karl Kassulke,2,30,15.0,30,0,--,--
Ernie Kellermann,3,23,7.67,12,0,--,--
Brady Keys,4,0,0.0,0,0,--,--
Elbert Kimbrough,3,60,20.0,44,0,--,--
Paul Krause,2,0,0.0,0,0,--,--
Chuck Lamson,5,59,11.8,44,1,--,--
Dick LeBeau,4,66,16.5,37,0,--,--
Warren Livingston,2,13,6.5,13,0,--,--
Dave Lloyd,3,46,15.33,24,0,--,--
Carl Lockhart,6,20,3.33,14,0,--,--
Jerry Logan,3,13,4.33,13,0,--,--
Obert Logan,2,44,22.0,22,0,--,--
Mike Lucci,5,118,23.6,63,1,--,--
Lamar Lundy,1,33,33.0,33,1,--,--
Lenny Lyles,1,6,6.0,6,0,--,--
Earsell Mackbee,2,27,13.5,17,0,--,--
Bruce Maher,5,90,18.0,56,0,--,--
Paul Martha,3,44,14.67,35,0,--,--
Aaron Martin,1,47,47.0,47,0,--,--
Bennie McRae,3,53,17.67,53,0,--,--
Ed Meador,5,60,12.0,31,0,--,--
Mike Morgan,1,5,5.0,5,0,--,--
Al Nelson,1,0,0.0,0,0,--,--
Jim Nettles,3,57,19.0,34,1,--,--
Ray Nitschke,2,44,22.0,23,0,--,--
Brig Owens,7,165,23.57,60,1,--,--
Jack Pardee,2,0,0.0,0,0,--,--
Bernie Parrish,1,16,16.0,16,0,--,--
Jimmy Patton,1,3,3.0,3,0,--,--
Richie Petitbon,4,34,8.5,20,0,--,--
Nate Ramsey,1,0,0.0,0,0,--,--
Al Randolph,3,138,46.0,94,1,--,--
Wayne Rasmussen,3,14,4.67,8,0,--,--
Ken Reaves,1,16,16.0,16,0,--,--
John Reger,3,27,9.0,13,0,--,--
Mel Renfro,2,57,28.5,33,0,--,--
Jerry Richardson,5,68,13.6,20,0,--,--
Bob Riggle,3,71,23.67,62,1,--,--
Dave Robinson,5,60,12.0,23,0,--,--
George Rose,1,17,17.0,17,0,--,--
Marion Rushing,3,5,1.67,5,0,--,--
Bill Saul,2,21,10.5,13,0,--,--
Joe Scarpati,8,182,22.75,32,0,--,--
Ed Sharockman,1,38,38.0,38,0,--,--
Don Shinnick,3,4,1.33,4,0,--,--
Jim Shorter,5,123,24.6,54,0,--,--
Jeff Smith,1,0,0.0,0,0,--,--
Ron Smith,2,6,3.0,4,0,--,--
Larry Stallings,1,0,0.0,0,0,--,--
Steve Stonebreaker,1,8,8.0,8,0,--,--
Jerry Stovall,3,43,14.33,22,1,--,--
Rosey Taylor,1,15,15.0,15,0,--,--
Clendon Thomas,2,24,12.0,24,0,--,--
Bobby Thompson,4,52,13.0,26,0,--,--
Jerry Tubbs,1,6,6.0,6,0,--,--
Larry Vargo,1,1,1.0,1,0,--,--
Tom Vaughn,1,16,16.0,16,0,--,--
Wayne Walker,1,3,3.0,3,0,--,--
Lonnie Warwick,2,27,13.5,23,0,--,--
Harold Wells,1,8,8.0,8,0,--,--
Dave Whitsell,3,44,14.67,21,0,--,--
Fred Whittingham,1,0,0.0,0,0,--,--
Paul Wiggin,1,0,0.0,0,0,--,--
Clancy Williams,8,97,12.13,32,1,--,--
Larry Wilson,10,180,18.0,91,2,--,--
Abe Woodson,4,47,11.75,26,0,--,--
Marv Woodson,4,91,22.75,56,1,--,--
Willie Wood,3,38,12.67,20,1,--,--
