Player Name,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Paul Martha,5,37,7.4,15,0,--,--
Tommy Maxwell,3,37,12.33,22,0,--,--
Ray May,2,4,2.0,4,0,--,--
Marlin McKeever,1,3,3.0,3,0,--,--
Bennie McRae,1,0,0.0,0,0,--,--
Ed Meador,5,97,19.4,38,2,--,--
Al Nelson,3,10,3.33,10,0,--,--
Jim Nettles,2,37,18.5,25,0,--,--
Elijah Nevett,3,20,6.67,20,0,--,--
Ray Nitschke,2,32,16.0,20,0,--,--
Tommy Nobis,1,0,0.0,0,0,--,--
Frank Nunley,1,7,7.0,7,0,--,--
Brig Owens,3,24,8.0,15,0,--,--
Alan Page,0,15,0.0,15,1,--,--
Jack Pardee,1,19,19.0,19,0,--,--
Richie Petitbon,5,46,9.2,25,0,--,--
Myron Pottios,1,16,16.0,16,0,--,--
Steve Preece,1,6,6.0,6,0,--,--
Dan Pride,1,1,1.0,1,0,--,--
Nate Ramsey,2,26,13.0,26,1,--,--
Al Randolph,2,10,5.0,5,0,--,--
Ken Reaves,3,14,4.67,14,0,--,--
Rudy Redmond,5,50,10.0,32,0,--,--
Mel Renfro,10,118,11.8,41,0,--,--
Rocky Rosema,1,3,3.0,3,0,--,--
Bob Rowe,2,19,9.5,18,1,--,--
Andy Russell,2,48,24.0,26,0,--,--
Joe Scarpati,4,54,13.5,34,1,--,--
Ed Sharockman,1,36,36.0,36,0,--,--
Jim Shorter,3,47,15.67,23,0,--,--
Ron Smith,3,70,23.33,24,1,--,--
Brian Stenger,3,36,12.0,19,0,--,--
Jerry Stovall,1,28,28.0,28,0,--,--
Charles Stukes,1,6,6.0,6,0,--,--
Walt Sumner,4,82,20.5,40,1,--,--
Joe Taylor,3,37,12.33,23,0,--,--
Rosey Taylor,2,15,7.5,15,0,--,--
Bobby Thompson,1,2,2.0,2,0,--,--
Marv Upshaw,1,0,0.0,0,0,--,--
Tom Vaughn,2,0,0.0,0,0,--,--
Rick Volk,4,36,9.0,23,0,--,--
Bob Wade,0,14,0.0,14,0,--,--
Wayne Walker,1,0,0.0,0,0,--,--
Lonnie Warwick,4,46,11.5,19,0,--,--
Jim Weatherford,1,18,18.0,18,0,--,--
Mike Weger,3,44,14.67,25,0,--,--
Roger Wehrli,3,44,14.67,44,0,--,--
Dave Whitsell,3,14,4.67,11,0,--,--
Dave Wilcox,2,17,8.5,17,0,--,--
Clancy Williams,4,97,24.25,40,0,--,--
Willie Williams,4,19,4.75,19,0,--,--
Larry Wilson,2,15,7.5,15,0,--,--
Roy Winston,3,17,5.67,17,0,--,--
John Woitt,1,57,57.0,57,1,--,--
Doug Woodlief,4,29,7.25,10,0,--,--
Marv Woodson,1,0,0.0,0,0,--,--
Willie Wood,3,40,13.33,21,0,--,--
Nate Wright,2,41,20.5,21,0,--,--
Adrian Young,1,0,0.0,0,0,--,--
George Youngblood,3,22,7.33,22,1,--,--
John Zook,2,22,11.0,15,0,--,--
