Player Name,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Rick Volk,6,154,25.67,90,0,--,--
Wayne Walker,1,0,0.0,0,0,--,--
Mike Weger,5,50,10.0,18,0,--,--
Harold Wells,2,0,0.0,0,0,--,--
Dave Whitsell,6,44,7.33,32,0,--,--
Fred Whittingham,1,16,16.0,16,0,--,--
Clancy Williams,7,51,7.29,36,0,--,--
Willie Williams,10,103,10.3,24,0,--,--
Larry Wilson,4,14,3.5,8,0,--,--
Marv Woodson,3,23,7.67,12,0,--,--
Willie Wood,2,54,27.0,35,0,--,--
