Player,Year1,Year2,Year3,Year4,Retire,NextPercentile
Christine Michael,0.125,0.3859649122807017,0.5977653631284916,0.7795698924731183,0,0.5846994535519126
Chuck Evans,0.0522388059701492,0.1857142857142857,0.4313725490196078,0.3943661971830985,0,0.4666666666666667
Chuck Foreman,0.5289256198347108,0.935251798561151,1.0,1.0,0,0.9936305732484076
Chuck Levy,0.2071428571428571,0.2091503267973856,0.1971830985915492,0.22,0,0.4013157894736842
Chuck Muncie,0.3529411764705882,0.7070063694267515,0.902439024390244,0.9476744186046512,0,0.9418604651162792
Clarence Davis,0.3595505617977528,0.6111111111111112,0.7851239669421488,0.8201438848920863,0,0.8285714285714286
Clarence Harmon,0.2738853503184713,0.4146341463414634,0.7558139534883721,0.9011627906976744,0,0.8373493975903614
Clarence Williams 4,0.2038216560509554,0.3231707317073171,0.6627906976744186,0.7383720930232558,0,0.6686746987951807
Clark Gaines,0.4901960784313725,0.8089171974522293,0.8902439024390244,0.813953488372093,0,0.7267441860465116
Cleo Miller,0.2949640287769784,0.3642857142857142,0.5882352941176471,0.7261146496815286,0,0.8292682926829268
Cleveland Franklin,0.0,0.0792682926829268,0.1046511627906976,0.2732558139534883,0,0.2228915662650602
Cleveland Gary,0.0649350649350649,0.6052631578947368,0.7534246575342466,0.8897058823529411,0,0.7761194029850746
Clif Groce,0.1126760563380281,0.34,0.3552631578947368,0.4161490683229814,0,0.3290322580645161
Cliff Austin,0.1392405063291139,0.1666666666666666,0.432258064516129,0.5672514619883041,0,0.76
Clinton Portis,0.5960264900662252,0.9493670886075948,0.9820359281437124,0.974025974025974,0,0.9215686274509804
Corey Clement,0.3497267759562841,0.4840425531914893,0.5,0.2790697674418604,0,0.3486238532110092
Corey Dillon,0.5466666666666666,0.875,0.9751552795031057,0.9741935483870968,0,0.9794520547945206
Corey Grant,0.0391061452513966,0.3064516129032258,0.6994535519125683,0.7659574468085106,1,
Correll Buckhalter,0.2328767123287671,0.2781456953642384,0.5822784810126582,0.3413173652694611,0,0.2987012987012987
Cory Schlesinger,0.0065359477124183,0.0140845070422535,0.1133333333333333,0.2894736842105263,0,0.391304347826087
Craig Heyward,0.2532467532467532,0.4155844155844156,0.7302631578947368,0.678082191780822,0,0.7794117647058824
Craig James 2,0.3888888888888889,0.7354838709677419,0.8596491228070176,0.7818181818181819,0,0.3571428571428571
Cullen Bryant,0.0503597122302158,0.45,0.5294117647058824,0.6369426751592356,0,0.6158536585365854
Curt Warner,0.5063291139240507,0.6851851851851852,0.9096774193548388,0.9239766081871345,0,0.9854545454545456
Curtis Adams,0.1161290322580645,0.3567251461988304,0.7090909090909091,0.461038961038961,1,
Curtis Brown 3,0.1401273885350318,0.3963414634146341,0.7674418604651163,0.8604651162790697,0,0.6807228915662651
Curtis Dickey,0.4069767441860465,0.8493975903614458,0.9090909090909092,0.8987341772151899,0,0.7407407407407407
