Player,Year1,Year2,Year3,Year4,Year5,Year6,Retire,NextPercentile
Andy Janovich,0.3010752688172043,0.4644808743169399,0.7712765957446809,0.7319587628865979,0.7023255813953488,0.5091743119266054,1,
Andy Johnson,0.0287769784172661,0.5,0.9084967320261438,0.8662420382165605,0.8170731707317073,0.4651162790697674,0,0.6686046511627907
Anthony Dixon,0.1298701298701298,0.3265306122448979,0.4528301886792453,0.4226190476190476,0.5321637426900585,0.5195530726256983,1,
Anthony Johnson 3,0.1917808219178082,0.4117647058823529,0.5223880597014925,0.4285714285714285,0.4117647058823529,0.6549295774647887,0,0.6933333333333334
Anthony Sherman,0.2321428571428571,0.5029239766081871,0.5139664804469274,0.3172043010752688,0.2240437158469945,0.4946808510638298,0,0.6907216494845361
Anthony Thomas,0.5136986301369864,0.609271523178808,0.8670886075949367,0.7365269461077845,0.6948051948051948,0.5098039215686274,0,0.423841059602649
Antone Smith,0.0064935064935064,0.0068027210884353,0.0062893081761006,0.7083333333333334,0.8947368421052632,0.9776536312849162,0,0.7849462365591398
Antowain Smith,0.3666666666666666,0.5526315789473685,0.8012422360248447,0.6967741935483871,0.8287671232876712,0.8807947019867549,0,0.8987341772151899
Archie Griffin,0.3333333333333333,0.6114649681528662,0.8475609756097561,0.8953488372093024,0.8546511627906976,0.7409638554216867,0,0.6181818181818182
Arian Foster,0.2611464968152866,0.8701298701298701,0.9659863945578232,0.9874213836477987,0.9642857142857144,0.9707602339181286,0,0.9106145251396648
Art Malone,0.3536585365853658,0.7528089887640449,0.8981481481481481,0.950413223140496,0.8776978417266187,0.7071428571428572,0,0.5620915032679739
Aveion Cason,0.0547945205479452,0.423841059602649,0.6392405063291139,0.5748502994011976,0.487012987012987,0.3333333333333333,0,0.5231788079470199
B J Askew,0.2025316455696202,0.3293413173652694,0.4805194805194805,0.3856209150326797,0.2251655629139073,0.2967741935483871,0,0.2101910828025477
Bam Morris,0.3285714285714285,0.5294117647058824,0.8450704225352113,0.7933333333333333,0.7763157894736842,0.5838509316770186,1,
Barry Redden,0.1151515151515151,0.4113924050632911,0.654320987654321,0.6903225806451613,0.7953216374269005,0.8036363636363636,0,0.6103896103896104
Barry Sanders,0.3961038961038961,0.868421052631579,0.9931506849315068,0.9926470588235294,0.9925373134328358,0.9928571428571428,0,1.0
Barry Word,0.4690909090909091,0.1493506493506493,0.1753246753246753,0.3486842105263157,0.6575342465753424,0.8235294117647058,0,0.6865671641791045
Barty Smith,0.0071942446043165,0.3142857142857143,0.5490196078431373,0.7707006369426752,0.7926829268292683,0.7906976744186046,0,0.5406976744186046
Benjarvus Green Ellis,0.1612903225806451,0.3821656050955414,0.7142857142857143,0.8435374149659864,0.9056603773584906,0.8273809523809523,1,
Benny Cunningham,0.2023809523809523,0.5380116959064327,0.7206703910614525,0.6827956989247311,0.5628415300546448,0.425531914893617,1,
Benny Malone,0.3453237410071942,0.5785714285714286,0.7843137254901961,0.8407643312101911,0.7682926829268293,0.6918604651162791,1,
Bernie Parmalee,0.1323529411764706,0.3358208955223881,0.6857142857142857,0.8823529411764706,0.8591549295774648,0.72,0,0.5789473684210527
Bilal Powell,0.0204081632653061,0.3144654088050314,0.6190476190476191,0.7368421052631579,0.7877094972067039,0.8817204301075269,0,0.9672131147540984
Bill Ring,0.1204819277108433,0.3696969696969697,0.569620253164557,0.6296296296296297,0.5548387096774193,0.5029239766081871,1,
Billy Campfield,0.1585365853658536,0.4127906976744186,0.627906976744186,0.6746987951807228,0.6424242424242425,0.5886075949367089,1,
Blaine Gabbert,0.0,0.0,0.0059523809523809,0.2456140350877192,0.3128491620111732,0.3817204301075269,0,0.2896174863387978
Blair Thomas,0.3618421052631579,0.7123287671232876,0.7867647058823529,0.6492537313432836,0.4857142857142857,0.4901960784313725,1,
Bo Matthews,0.302158273381295,0.4785714285714286,0.5947712418300654,0.5987261146496815,0.5792682926829268,0.4883720930232558,0,0.4186046511627907
Bob Christian,0.1119402985074626,0.3571428571428571,0.5620915032679739,0.4014084507042254,0.2866666666666667,0.4078947368421052,0,0.7888198757763976
Bob Gresham,0.4382022471910112,0.6296296296296297,0.8099173553719008,0.6690647482014388,0.5928571428571429,0.3202614379084967,1,
Bob Perryman,0.5054545454545455,0.3766233766233766,0.6363636363636364,0.625,0.5684931506849316,0.3602941176470588,1,
Bobby Anderson,0.7439024390243902,0.8426966292134831,0.8611111111111112,0.7933884297520661,0.5611510791366906,0.2,1,
Boobie Clark,0.5371900826446281,0.7338129496402878,0.9071428571428573,0.9019607843137256,0.7898089171974523,0.676829268292683,0,0.4418604651162791
Brad Baxter,0.2236842105263158,0.4726027397260274,0.6617647058823529,0.6791044776119403,0.6714285714285714,0.7320261437908496,1,
Brad Hoover,0.1870967741935484,0.3424657534246575,0.6158940397350994,0.620253164556962,0.7005988023952096,0.6038961038961039,0,0.6013071895424836
Brad Muster,0.2012987012987013,0.5,0.8157894736842105,0.9041095890410958,0.8970588235294118,0.8582089552238806,0,0.8714285714285714
Brandon Bennett,0.2368421052631578,0.2360248447204969,0.5225806451612903,0.4520547945205479,0.6556291390728477,0.6139240506329114,0,0.5209580838323353
Brandon Bolden,0.2515723270440251,0.5952380952380952,0.6842105263157895,0.6703910614525139,0.4623655913978494,0.5081967213114754,0,0.5851063829787234
