Player,Year1,Year2,Year3,Year4,Year5,Year6,Year7,Year8,Year9,Year10,Retire,NextPercentile
Chris Warren 2,0.1710526315789473,0.2808219178082192,0.6470588235294118,0.7686567164179104,0.9785714285714284,0.9869281045751634,0.9859154929577464,0.94,0.9013157894736842,0.8074534161490683,0,0.7548387096774194
Corey Dillon,0.5466666666666666,0.875,0.9751552795031057,0.9741935483870968,0.9794520547945206,0.9536423841059604,0.8860759493670886,0.8802395209580839,0.8701298701298701,0.9281045751633988,1,
Correll Buckhalter,0.2328767123287671,0.2781456953642384,0.5822784810126582,0.3413173652694611,0.2987012987012987,0.2026143790849673,0.5364238410596026,0.8193548387096774,0.7898089171974523,0.7077922077922078,1,
Cory Schlesinger,0.0065359477124183,0.0140845070422535,0.1133333333333333,0.2894736842105263,0.391304347826087,0.6064516129032258,0.7602739726027398,0.7284768211920529,0.7341772151898734,0.6107784431137725,0,0.7662337662337663
Craig Heyward,0.2532467532467532,0.4155844155844156,0.7302631578947368,0.678082191780822,0.7794117647058824,0.6716417910447762,0.7214285714285714,0.8496732026143791,0.8943661971830986,0.7533333333333333,0,0.5460526315789473
Cullen Bryant,0.0503597122302158,0.45,0.5294117647058824,0.6369426751592356,0.6158536585365854,0.6976744186046512,0.8837209302325582,0.891566265060241,0.6727272727272727,0.3734177215189873,0,0.2654320987654321
Curtis Martin,0.5098039215686274,0.908450704225352,0.98,0.9407894736842104,0.9565217391304348,0.9806451612903224,0.9931506849315068,0.9668874172185432,0.9620253164556962,0.934131736526946,0,0.9090909090909092
Damien Williams,0.239766081871345,0.3631284916201117,0.6720430107526881,0.7049180327868853,0.7925531914893617,0.8144329896907216,0.6604651162790698,0.6055045871559633,0.2401960784313725,0.3446327683615819,1,
Darren Mcfadden,0.2,0.3503184713375796,0.8506493506493507,0.8979591836734694,0.9433962264150944,0.8511904761904762,0.7777777777777778,0.8044692737430168,0.8172043010752689,0.5956284153005464,1,
Darren Sproles,0.1883116883116883,0.130718954248366,0.3377483443708609,0.567741935483871,0.8407643312101911,0.922077922077922,0.9523809523809524,0.9748427672955976,0.9821428571428572,0.953216374269006,0,0.8435754189944135
Darrin Nelson,0.1333333333333333,0.5379746835443038,0.7345679012345679,0.832258064516129,0.8830409356725146,0.9672727272727272,0.9090909090909092,0.8376623376623377,0.5592105263157895,0.7191780821917808,0,0.4705882352941176
Daryl Johnston,0.0844155844155844,0.3026315789473684,0.5753424657534246,0.6397058823529411,0.7238805970149254,0.8142857142857143,0.8431372549019608,0.7183098591549296,0.6266666666666667,0.4802631578947368,1,
Dave Meggett,0.2987012987012987,0.7236842105263158,0.910958904109589,0.8529411764705882,0.8059701492537313,0.7857142857142857,0.803921568627451,0.6971830985915493,0.62,0.5592105263157895,1,
Deangelo Williams,0.3137254901960784,0.7218543046357616,0.9741935483870968,0.9936305732484076,0.961038961038961,0.8639455782312925,0.8930817610062893,0.9404761904761904,0.8771929824561403,0.8603351955307262,0,0.8225806451612904
Dennis Gentry,0.1272727272727272,0.2025316455696202,0.4012345679012346,0.5483870967741935,0.8070175438596491,0.9272727272727272,0.961038961038961,0.948051948051948,0.9605263157894736,0.7808219178082192,0,0.5514705882352942
Derek Loville,0.0131578947368421,0.0547945205479452,0.0955882352941176,0.0373134328358208,0.1428571428571428,0.6274509803921569,0.823943661971831,0.8266666666666667,0.631578947368421,0.5900621118012422,1,
Dexter Bussey,0.0575539568345323,0.5428571428571428,0.7973856209150327,0.9044585987261148,0.8780487804878049,0.8430232558139535,0.877906976744186,0.7108433734939759,0.5818181818181818,0.4556962025316455,0,0.4506172839506173
Dion Lewis,0.1632653061224489,0.4088050314465409,0.4047619047619047,0.2631578947368421,0.3519553072625698,0.489247311827957,0.9016393442622952,0.8351063829787234,0.8298969072164949,0.5720930232558139,1,
