Player,Year1,Year2,Year3,Year4,Year5,Year6,Year7,Year8,Year9,Year10,Year11,Year12,Year13,Retire,NextPercentile
Steve Smith,0.3231850117096019,0.7593818984547461,0.9297520661157024,0.9124236252545824,0.9652351738241308,0.9807280513918628,1.0,0.9979381443298968,0.9834710743801652,0.9522821576763484,0.9325396825396826,0.9349904397705544,0.9644268774703556,0,0.9561752988047808
Ted Ginn,0.3817427385892116,0.6865979381443299,0.8388429752066116,0.7842323651452282,0.7341269841269841,0.5315487571701721,0.7114624505928854,0.6992031872509961,0.8941176470588236,0.9101338432122372,0.9689320388349516,0.900749063670412,0.8784530386740331,0,0.6864864864864865
Terance Mathis,0.2587601078167116,0.58656330749354,0.7667560321715817,0.77088948787062,0.9375,0.9709443099273608,0.9808612440191388,0.9537712895377128,0.9807692307692308,0.9863325740318908,0.97196261682243,0.9250585480093676,0.8587196467991169,1,
Terrell Owens,0.4019138755980861,0.7907542579075426,0.9447115384615384,0.9635535307517084,0.969626168224299,0.9882903981264636,0.9977924944812362,0.9979338842975206,0.9959266802443992,0.9897750511247444,0.9892933618843684,0.995850622406639,1.0,0,0.987603305785124
Thurman Thomas,0.1786666666666666,0.6139896373056994,0.8059299191374663,0.8863049095607235,0.8552278820375335,0.8301886792452831,0.7942708333333334,0.7602905569007264,0.7488038277511961,0.6861313868613139,0.6971153846153846,0.6355353075170843,0.616822429906542,1,
Tim Brown 3,0.4826666666666667,0.6347150259067358,0.8274932614555256,0.8449612403100775,0.8981233243967829,0.9703504043126684,0.9817708333333334,0.9951573849878934,0.992822966507177,0.9951338199513382,0.966346153846154,0.9840546697038725,0.9813084112149532,0,0.9953161592505856
Tony Gonzalez,0.3503649635036496,0.5913461538461539,0.8291571753986332,0.9135514018691588,0.9718969555035128,0.9713024282560706,0.9710743801652892,0.9837067209775968,0.98159509202454,0.9700214132762311,0.9647302904564315,0.981443298969072,0.9793388429752066,0,0.9688796680497924
Tony Richardson,0.2296650717703349,0.4233576642335766,0.4735576923076923,0.4373576309794988,0.4252336448598131,0.629976580796253,0.6467991169977925,0.6177685950413223,0.5336048879837068,0.4969325153374233,0.556745182012848,0.5954356846473029,0.4432989690721649,0,0.262396694214876
Troy Brown,0.2129380053908355,0.2760416666666667,0.423728813559322,0.416267942583732,0.7566909975669099,0.8293269230769231,0.8633257403189066,0.8621495327102804,0.9297423887587822,0.9602649006622516,0.9483471074380164,0.8553971486761711,0.8466257668711656,0,0.828693790149893
Vernon Davis,0.2591006423982869,0.6265560165975104,0.7546391752577319,0.9028925619834712,0.9481327800829876,0.9662698412698412,0.9292543021032504,0.9130434782608696,0.8844621513944223,0.8450980392156863,0.8260038240917782,0.8388349514563107,0.8651685393258427,0,0.8213627992633518
Walter Payton,0.4160839160839161,0.56875,0.7452830188679245,0.8189910979228486,0.8528610354223434,0.853185595567867,0.6839237057220708,0.7106017191977078,0.7479674796747967,0.7858942065491183,0.728,0.7202970297029703,0.831946755407654,1,
