Player,Year1,Year2,Year3,Year4,Year5,Year6,Year7,Year8,Year9,Retire,NextPercentile
Courtney Hawkins,0.4289544235924933,0.7897574123989218,0.9140625,0.8983050847457628,0.854066985645933,0.8345498783454988,0.8677884615384616,0.8496583143507973,0.8014018691588785,1,
Courtney Roby,0.2760736196319018,0.4154175588865096,0.466804979253112,0.1237113402061855,0.1115702479338843,0.0871369294605809,0.0992063492063492,0.0630975143403441,0.0632411067193675,0,0.2589641434262948
Craig Heyward,0.1173333333333333,0.2564766839378238,0.3962264150943396,0.359173126614987,0.3780160857908847,0.4258760107816711,0.515625,0.6779661016949152,0.7129186602870813,0,0.6593673965936739
Cris Carter,0.4742096505823627,0.7813333333333333,0.9145077720207254,0.9164420485175202,0.9069767441860463,0.9115281501340484,0.9784366576819408,0.9713541666666666,0.9903147699757868,0,0.9832535885167464
Cullen Bryant,0.048689138576779,0.4265734265734265,0.50625,0.4811320754716981,0.3916913946587537,0.4850136239782016,0.6980609418282548,0.6267029972752044,0.3810888252148997,0,0.089430894308943
Curtis Conway,0.3018867924528302,0.6979166666666666,0.9394673123486684,0.9617224880382776,0.948905109489051,0.8966346153846154,0.835990888382688,0.8598130841121495,0.8992974238875878,0,0.9514348785871964
Curtis Martin,0.2832929782082324,0.5119617224880383,0.6715328467153284,0.7379807692307693,0.6788154897494305,0.7266355140186916,0.7142857142857143,0.8013245033112583,0.7747933884297521,0,0.780040733197556
Daimon Shelton,0.09375,0.3075170842824601,0.5233644859813084,0.360655737704918,0.3818984547461369,0.1590909090909091,0.3788187372708758,0.3149284253578732,0.4625267665952891,1,
Dallas Clark,0.4194214876033058,0.6619144602851323,0.8568507157464212,0.860813704496788,0.9004149377593361,0.9030927835051548,0.950413223140496,0.9398340248962656,0.9047619047619048,0,0.8049713193116634
Damien Williams,0.2788844621513944,0.4627450980392157,0.6845124282982792,0.6524271844660194,0.6966292134831461,0.7182320441988951,0.5153153153153153,0.4046762589928057,0.1205273069679849,0,0.2352941176470588
Dan Campbell,0.0934579439252336,0.4426229508196721,0.6225165562913907,0.6962809917355371,0.6272912423625254,0.5848670756646217,0.6531049250535332,0.6224066390041494,0.6742268041237114,1,
Dan Kreider,0.116822429906542,0.1428571428571428,0.3377483443708609,0.4504132231404958,0.5234215885947047,0.4683026584867075,0.3875802997858672,0.483402489626556,0.3711340206185567,0,0.2913223140495867
Daniel Graham,0.2781456953642384,0.6570247933884298,0.8126272912423625,0.83640081799591,0.7708779443254818,0.7178423236514523,0.7608247422680412,0.8016528925619835,0.7136929460580913,0,0.5972222222222222
Danny Amendola,0.2644628099173554,0.6576763485477178,0.7599206349206349,0.8145315487571702,0.8241106719367589,0.8366533864541833,0.8529411764705882,0.7877629063097514,0.8310679611650486,0,0.8333333333333334
Danny Woodhead,0.1797520661157025,0.5269709543568465,0.6964285714285714,0.7590822179732314,0.7924901185770751,0.7888446215139442,0.8803921568627451,0.7896749521988528,0.7805825242718447,1,
