Player Name,Attempts,Yards,Yards Per Attempt,Long,Touchdowns
Dan Towler,46,130,2.83,34,6
Jim Cason,38,129,3.39,24,1
Vic Schwall,17,114,6.71,26,0
Bob Jackson,12,113,9.42,57,2
Billy Stone,14,113,8.07,72,1
Vinnie Yablonski,30,110,3.67,39,1
Jerry Williams,13,108,8.31,38,1
Bobby Gage,39,106,2.72,18,3
Emerson Cole,26,105,4.04,16,0
Emil Sitko,23,105,4.57,15,1
Rip Collins,69,101,1.46,12,0
Leon Campbell,20,93,4.65,14,0
Wally Triplett,14,92,6.57,14,0
Tommy Kalmanir,20,83,4.15,33,0
Bill Mackrides,21,82,3.9,18,0
John Panelli,32,82,2.56,14,0
Lindy Pearson,31,82,2.65,11,2
Don Paul,14,80,5.71,18,0
Y.A. Tittle,20,77,3.85,33,2
Sam Cathcart,33,76,2.3,17,0
Fred Gehrke,25,73,2.92,12,1
Bennie Aldridge,16,69,4.31,35,0
Eddie Saenz,20,64,3.2,13,1
Harper Davis,10,57,5.7,36,1
Frank Reagan,3,55,18.33,40,0
Pete Stout,9,53,5.89,19,0
Jack Cloud,18,52,2.89,13,3
Russ Craft,8,52,6.5,19,0
Joel Williams,0,50,0.0,50,1
Harry Dowda,23,47,2.04,11,0
Clyde Scott,13,46,3.54,22,0
George Buksar,12,44,3.67,25,0
George Thomas,20,41,2.05,18,0
Earl Girard,14,39,2.79,11,0
Tom McWilliams,10,39,3.9,12,0
Dom Moselle,5,39,7.8,15,0
Joe Bartos,9,36,4.0,13,0
Frank Tripucka,4,35,8.75,21,1
Tommy Thompson,15,34,2.27,7,0
Ralph Pasquariello,7,31,4.43,14,1
Tank Younger,8,28,3.5,6,2
Sammy Baugh,7,27,3.86,11,1
Norm Standlee,12,23,1.92,8,1
Charlie Conerly,23,22,0.96,14,1
Geno Mazzanti,7,22,3.14,7,1
Frank Spaniel,15,22,1.47,15,1
Norm Van Brocklin,15,22,1.47,16,1
Hall Haynes,2,20,10.0,17,0
Adrian Burk,11,19,1.73,10,1
Elroy Hirsch,2,19,9.5,15,0
Paul Christman,7,18,2.57,4,1
Jerry Shipkey,18,17,0.94,11,3
Bill Boedeker,8,16,2.0,8,0
Fred Enke,9,16,1.78,16,0
J.R. Boone,13,15,1.15,7,0
Jim Hardy,10,14,1.4,19,1
Pat McHugh,4,14,3.5,5,0
Bob Waterfield,8,14,1.75,13,1
Bob Forte,9,13,1.44,11,0
Ted Fritsch,7,13,1.86,5,0
John Rauch,2,12,6.0,7,0
Clarence Self,3,9,3.0,6,0
Tony Adamle,3,8,2.67,3,0
Dante Magnani,3,7,2.33,5,0
Vito Kissell,2,6,3.0,7,0
Lou Kusserow,1,6,6.0,6,0
Herb Rich,2,6,3.0,5,0
Royal Cathcart,3,5,1.67,3,0
Babe Dimancheff,8,5,0.63,5,0
Lowell Wagner,2,5,2.5,3,0
Don Kindt,1,4,4.0,4,0
Verl Lillywhite,7,4,0.57,5,0
George McAfee,2,4,2.0,4,0
Jim Powers,3,4,1.33,3,0
Don Garlin,3,3,1.0,2,0
Dan Sandifer,1,3,3.0,3,0
Tony Cannava,1,2,2.0,2,0
Jim Finks,1,2,2.0,2,0
Joe Golding,1,2,2.0,2,0
Joe Hollingsworth,1,2,2.0,2,0
Sid Luckman,2,1,0.5,1,0
Bill Schroll,1,1,1.0,1,0
Hal Shoener,1,1,1.0,1,0
Joe Sutton,1,1,1.0,1,0
Wally Dreyer,1,0,0.0,0,0
Jerry Krall,3,0,0.0,6,0
Howie Livingston,1,0,0.0,0,0
George Ratterman,11,0,0.0,3,3
Tommy James,1,0
Cliff Lewis,2,2,0
Ed Sprinkle,1,0
Bob Boyd,1,0
Ernie Zalejski,7,6,1
Bobby Livingstone,1,0
Tom O'Malley,1,0
Weldon Humble,1,0
